Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
02EB050D	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Qualot Berry x3 	Qualot Berry x3 	Rare Candy x1 	Relaxed Mint x1 	Bold Mint x1 	Impish Mint x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Resist Feather x2 										Skarmory (5☆) (Star)	0	48956685	
02EB66EC	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Exp. Candy L x2 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Health Feather x2 	Nugget x1 	Big Mushroom x1 										Kingdra (5☆) (Star)	0	48981740	
02EC2A87	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Pomeg Berry x3 	Balm Mushroom x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 	Spicy Herba Mystica x1 	Health Feather x2 	Bitter Herba Mystica x1 	Flying Tera Shard x1 									Lapras (5☆) (Star)	0	49031815	
02F0D7F2	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Inkay Ink x2 	Exp. Candy L x2 	Rare Candy x1 	Bottle Cap x1 	Rare Candy x1 	Sour Herba Mystica x1 	Nugget x1 	Spicy Herba Mystica x1 	Ability Capsule x1 										Malamar (5☆) (Star)	0	49338354	
02F0E96D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Nugget x1 	Rare Candy x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Horsea Ink x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 										Kingdra (5☆) (Square)	0	49342829	
02F2FC8D	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Lapras Teardrop x2 	Spicy Herba Mystica x1 	Health Feather x2 	Health Feather x2 	Bottle Cap x1 	Exp. Candy L x1 									Lapras (5☆) (Star)	0	49478797	
02F5A507	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Big Mushroom x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Health Feather x2 	Pomeg Berry x3 	Health Feather x2 									Lapras (5☆) (Star)	0	49652999	
02F9160D	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Inkay Ink x2 	Big Mushroom x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	PP Up x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	49878541	
02F91D73	Exp. Candy L x1 	Exp. Candy XL x1 	Solosis Gel x5 	Genius Feather x3 	Solosis Gel x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Solosis Gel x2 	Bitter Herba Mystica x1 	Nugget x1 	Ability Capsule x1 	Bitter Herba Mystica x1 	Mild Mint x1 	Star Piece x1 	Nugget x1 	Star Piece x1 										Reuniclus (5☆) (Star)	0	49880435	
02FA5A05	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	PP Up x1 	Exp. Candy L x1 	Exp. Candy L x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Nugget x1 	Big Mushroom x1 									Malamar (5☆) (Star)	0	49961477	
