Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
000DBB9C	Star	4	Dusclops	45	Grass	22AB25F7	5805FEC4	31	30	28	31	6	31	Frisk (H)	Gentle	♀	126	120	231	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	899996	
000DC4EB	Star	4	Piloswine	45	Bug	22AB2F46	FB715DB0	31	9	26	31	1	31	Thick Fat (H)	Calm	♂	88	215	213	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	902379	
000DF10D	Star	3	Lombre	35	Steel	22AB5B68	5DC9FB08	27	31	31	17	15	26	Rain Dish (2)	Naive	♂	182	181	166	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	913677	
000DF9DF	Star	4	Magcargo	45	Steel	22AB643A	9A843C45	31	31	31	29	16	12	Magma Armor (1)	Jolly	♀	86	141	127	Flamethrower	Rock Tomb	Harden	Rock Slide	0	915935	
000E1CA6	Star	3	Gurdurr	35	Fighting	22AB8701	7FD9D918	31	31	4	21	20	10	Iron Fist (H)	Rash	♀	105	177	99	Low Kick	Rock Slide	Scary Face	Slam	0	924838	
000E6B89	Star	4	Dusclops	45	Ground	22ABD5E4	526BF4AA	31	21	31	13	31	7	Pressure (1)	Relaxed	♂	144	140	159	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	945033	
000E8C71	Star	5	Dusknoir	75	Electric	22ABF6CC	80AE266F	31	31	29	31	19	31	Pressure (1)	Hardy	♀	77	111	123	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	953457	
000EB45B	Star	4	Furret	45	Ground	22AC1EB6	6956CF97	31	31	4	27	31	17	Keen Eye (2)	Quiet	♀	80	179	94	Take Down	Flamethrower	Sucker Punch	Charm	0	963675	
000EDA59	Star	4	Hakamo-o	45	Bug	22AC44B4	500FF6CE	27	31	16	31	16	31	Overcoat (H)	Rash	♂	110	204	116	Dragon Claw	Screech	Close Combat	Metal Claw	0	973401	
000F7797	Star	3	Lombre	35	Dark	22ACE1F2	23D28513	8	14	31	12	31	24	Own Tempo (H)	Adamant	♀	68	125	139	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	1013655	
000FA3E1	Star	4	Mightyena	45	Psychic	22AD0E3C	35CC930D	9	31	31	25	31	19	Moxie (H)	Naive	♂	126	180	99	Crunch	Play Rough	Howl	Take Down	0	1024993	
000FA753	Star	4	Dipplin	45	Ice	22AD11AE	788CDE4D	31	31	13	31	31	13	Gluttony (2)	Naughty	♂	21	130	122	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	1025875	
000FA95F	Star	4	Ariados	45	Steel	22AD13BA	70D8D619	31	10	24	31	31	1	Sniper (H)	Docile	♂	110	242	65	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1026399	
000FD057	Star	4	Dipplin	45	Dark	22AD3AB2	5EE6F827	6	31	31	9	27	31	Supersweet Syrup (1)	Mild	♀	97	38	98	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	1036375	
000FDE14	Star	4	Ariados	45	Dragon	22AD486F	A07006B1	7	31	31	2	31	13	Insomnia (2)	Hasty	♂	71	89	188	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1039892	
000FE09F	Square	3	Nuzleaf	35	Steel	22AD4AFA	A02806E8	16	31	19	19	31	11	Pickpocket (H)	Bashful	♀	96	126	81	Razor Leaf	Take Down	Fake Out	Payback	0	1040543	
00100496	Star	3	Ekans	35	Fairy	22AD6EF1	47BAE17B	31	31	5	29	18	19	Shed Skin (2)	Naive	♀	143	45	240	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	1049750	
00102E37	Star	3	Noctowl	35	Dark	22AD9892	20CA860B	31	12	31	25	29	1	Keen Eye (2)	Careful	♀	76	91	112	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	1060407	
00103973	Star	5	Golem-Normal	75	Ice	22ADA3CE	22F88439	31	31	19	25	31	31	Sturdy (2)	Adamant	♂	95	56	144	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	1063283	
00103E1D	Star	4	Ariados	45	Water	22ADA878	B6E91028	19	31	31	20	30	31	Swarm (1)	Bashful	♀	146	139	140	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1064477	
00103FCE	Star	4	Dusclops	45	Fire	22ADAA29	7D6EDBAF	31	18	31	8	31	3	Frisk (H)	Gentle	♀	209	124	158	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	1064910	
0010AA5C	Star	4	Mightyena	45	Grass	22AE14B7	0BBCAD7D	31	31	31	16	10	14	Quick Feet (2)	Serious	♀	109	226	70	Crunch	Play Rough	Howl	Take Down	0	1092188	
0010C6FD	Star	5	Ludicolo	75	Water	22AE3158	F5845345	12	31	31	31	31	25	Swift Swim (1)	Hasty	♀	83	213	223	Energy Ball	Surf	Fake Out	Trailblaze	0	1099517	
00111C7A	Star	5	Dusknoir	75	Rock	22AE86D5	CF7769B6	31	4	31	30	31	31	Frisk (H)	Lax	♀	146	178	98	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1121402	
00113672	Star	5	Conkeldurr	75	Psychic	22AEA0CD	023BA4FA	31	31	18	31	1	31	Iron Fist (H)	Serious	♂	128	116	86	Hammer Arm	Stone Edge	Superpower	Scary Face	0	1128050	
0011393D	Star	3	Munchlax	35	Water	22AEA398	CA826C43	31	31	0	3	15	9	Gluttony (H)	Relaxed	♂	112	127	108	Bite	Covet	Flail	Defense Curl	0	1128765	
00116D0D	Star	3	Gurdurr	35	Steel	22AED768	A03E06FF	3	24	31	31	3	3	Sheer Force (2)	Bashful	♀	117	226	133	Low Kick	Rock Slide	Scary Face	Slam	0	1142029	
001176DD	Star	4	Ariados	45	Water	22AEE138	97573196	31	19	31	31	26	20	Swarm (1)	Careful	♂	6	173	172	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1144541	
001187F9	Square	5	Snorlax	75	Bug	22AEF254	7C90DA50	18	31	7	31	31	31	Gluttony (H)	Careful	♂	133	99	23	Body Slam	Heavy Slam	Bite	Mud-Slap	0	1148921	
0011A199	Star	5	Golem-Normal	75	Bug	22AF0BF4	D52973E8	31	31	31	31	10	15	Sturdy (2)	Calm	♀	40	147	172	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	1155481	
0011FDE5	Star	4	Ribombee	45	Normal	22AF6840	8FD92918	20	31	19	1	31	31	Honey Gather (1)	Hardy	♂	103	162	93	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	1179109	
00121256	Star	4	Hakamo-o	45	Fairy	22AF7CB1	2AF28C33	5	31	27	31	31	15	Bulletproof (1)	Serious	♂	133	200	108	Dragon Claw	Screech	Close Combat	Metal Claw	0	1184342	
00122E19	Star	5	Ludicolo	75	Bug	22AF9874	4B2FEDEC	18	10	31	31	31	31	Swift Swim (1)	Relaxed	♂	149	123	134	Energy Ball	Surf	Fake Out	Trailblaze	0	1191449	
00123139	Square	3	Gurdurr	35	Bug	22AF9B94	F36955A9	31	31	13	31	23	24	Iron Fist (H)	Modest	♂	191	187	94	Low Kick	Rock Slide	Scary Face	Slam	0	1192249	
00123153	Star	4	Clefable	45	Ice	22AF9BAE	1B5DBD9C	26	5	31	31	26	31	Unaware (H)	Modest	♀	112	133	90	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1192275	
0012450A	Star	5	Victreebel	75	Rock	22AFAF65	EE9F485E	31	4	31	31	31	19	Gluttony (H)	Lax	♀	113	112	168	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	1197322	
00125C9E	Star	4	Mightyena	45	Fire	22AFC6F9	547AF2BB	2	20	31	31	29	31	Quick Feet (2)	Sassy	♂	98	59	135	Crunch	Play Rough	Howl	Take Down	0	1203358	
00125ED8	Star	4	Illumise	45	Ghost	22AFC933	AEF80839	2	31	31	4	17	31	Prankster (H)	Impish	♀	126	142	144	Bug Buzz	Giga Drain	Quick Attack	Attract	0	1203928	
0012B056	Star	4	Piloswine	45	Fairy	22B01AB1	E4464287	2	6	31	31	18	31	Snow Cloak (2)	Jolly	♀	153	154	217	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	1224790	
0012DA13	Star	3	Lombre	35	Ice	22B0446E	E9464F87	7	31	4	30	23	31	Swift Swim (1)	Docile	♂	164	82	98	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	1235475	
0012F14A	Star	4	Magcargo	45	Rock	22B05BA5	6F69C9A8	31	0	31	31	23	9	Magma Armor (1)	Naive	♀	163	223	186	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1241418	
00130DC6	Star	4	Ribombee	45	Fighting	22B07821	A1520793	0	30	31	12	31	31	Shield Dust (2)	Careful	♂	157	177	109	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	1248710	
0013178D	Square	3	Swadloon	35	Steel	22B081E8	6A42CC82	31	22	25	1	17	31	Leaf Guard (1)	Adamant	♂	146	191	132	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	1251213	
00132012	Star	5	Dusknoir	75	Psychic	22B08A6D	5613F0D2	31	2	31	31	31	21	Pressure (1)	Sassy	♂	130	74	59	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1253394	
0013360A	Star	3	Mienfoo	35	Rock	22B0A065	A3D80519	22	27	6	31	31	17	Reckless (H)	Careful	♂	75	119	122	Force Palm	Fake Out	Knock Off	Feint	0	1259018	
00136D65	Star	4	Carbink	45	Normal	22B0D7C0	401DE6DC	31	21	26	31	22	31	Clear Body (1)	Quiet	-	88	118	47	Power Gem	Moonblast	Stone Edge	Light Screen	0	1273189	
00136FD0	Star	4	Dusclops	45	Grass	22B0DA2B	9F823943	31	6	25	31	31	28	Pressure (1)	Modest	♂	73	129	139	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	1273808	
0013CDB7	Star	3	Mienfoo	35	Dark	22B13812	B5551394	17	31	8	30	30	31	Regenerator (2)	Hardy	♂	64	98	39	Force Palm	Fake Out	Knock Off	Feint	0	1297847	
0014255C	Star	4	Magcargo	45	Grass	22B18FB7	3D919B50	31	12	15	31	13	31	Flame Body (2)	Bold	♂	143	35	141	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1320284	
00144856	Star	4	Graveler-Normal	45	Fairy	22B1B2B1	3D6F9BAE	19	31	11	31	22	31	Sturdy (2)	Adamant	♂	133	173	29	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	1329238	
0014688B	Star	3	Lombre	35	Bug	22B1D2E6	0A53AC92	31	4	31	10	22	20	Own Tempo (H)	Lonely	♀	136	150	138	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	1337483	
00147217	Star	4	Piloswine	45	Dark	22B1DC72	03FFA53E	31	25	23	31	16	31	Thick Fat (H)	Jolly	♀	109	139	100	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	1339927	
0014E495	Star	3	Nuzleaf	35	Dark	22B24EF0	F63B50FA	2	31	31	5	31	30	Chlorophyll (1)	Naive	♀	113	159	103	Razor Leaf	Take Down	Fake Out	Payback	0	1369237	
0014EB79	Star	5	Politoed	75	Bug	22B255D4	4633E0F2	31	31	31	27	29	31	Drizzle (H)	Relaxed	♂	30	194	143	Surf	Hyper Voice	Weather Ball	Encore	0	1371001	
0014F9DE	Star	4	Magcargo	45	Fire	22B26439	C78C614D	31	10	31	6	31	0	Flame Body (2)	Mild	♀	197	30	132	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1374686	
0015051A	Star	5	Golem-Normal	75	Rock	22B26F75	C9A26F63	31	31	31	13	18	31	Sturdy (2)	Adamant	♂	65	191	93	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	1377562	
00157D93	Star	3	Noctowl	35	Ice	22B2E7EE	47C9E108	27	23	10	31	31	31	Insomnia (1)	Timid	♀	122	57	113	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	1408403	
001609D6	Square	4	Magcargo	45	Fairy	22B37431	856423A4	13	7	31	18	31	31	Magma Armor (1)	Mild	♀	55	81	202	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1444310	
00161900	Star	5	Snorlax	75	Grass	22B3835B	FB9B5D5A	18	31	25	31	31	31	Thick Fat (2)	Docile	♂	79	152	57	Body Slam	Heavy Slam	Bite	Mud-Slap	0	1448192	
001622F1	Star	5	Kommo-o	75	Electric	22B38D4C	65E5C324	18	31	6	31	31	31	Bulletproof (1)	Hardy	♂	128	53	67	Brick Break	Dragon Claw	Boomburst	Scary Face	0	1450737	
00162698	Star	5	Dusknoir	75	Ghost	22B390F3	CC376AF6	29	31	31	31	31	22	Pressure (1)	Lax	♀	18	127	144	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1451672	
00163EB0	Star	3	Lombre	35	Grass	22B3A90B	651DC3DC	9	31	15	18	31	22	Swift Swim (1)	Adamant	♀	77	108	60	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	1457840	
00165CAE	Star	3	Gurdurr	35	Fire	22B3C709	94F03231	19	2	30	31	31	11	Guts (1)	Naughty	♀	231	96	110	Low Kick	Rock Slide	Scary Face	Slam	0	1465518	
001671B4	Star	3	Noctowl	35	Dragon	22B3DC0F	5408F2C9	4	29	31	31	20	27	Tinted Lens (H)	Calm	♀	115	128	123	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	1470900	
00168D26	Star	3	Swadloon	35	Fighting	22B3F781	D01376D2	10	15	2	31	31	4	Overcoat (H)	Bold	♂	148	190	61	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	1477926	
001690F2	Star	5	Milotic	75	Psychic	22B3FB4D	A9960F57	31	12	28	31	31	31	Competitive (2)	Quirky	♀	115	185	154	Chilling Water	Surf	Dragon Pulse	Attract	0	1478898	
00169658	Star	4	Carbink	45	Ghost	22B400B3	0EFDA83C	0	31	31	31	25	29	Clear Body (1)	Docile	-	115	171	132	Power Gem	Moonblast	Stone Edge	Light Screen	0	1480280	
0016BB00	Star	5	Vikavolt	75	Ice	22B4255B	49EFEF2E	6	31	31	31	29	31	Levitate (1)	Naive	♀	204	155	132	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	1489664	
0016BEDA	Star	4	Illumise	45	Rock	22B42935	7D6EDBAF	12	16	31	28	31	31	Oblivious (1)	Relaxed	♀	210	17	122	Bug Buzz	Giga Drain	Quick Attack	Attract	0	1490650	
0016D80C	Star	5	Politoed	75	Ghost	22B44267	E08E464F	31	31	19	1	31	31	Drizzle (H)	Hardy	♀	107	127	167	Surf	Hyper Voice	Weather Ball	Encore	0	1497100	
0016FBC8	Star	4	Clefable	45	Poison	22B46623	F1965757	1	31	9	31	31	7	Unaware (H)	Sassy	♂	110	70	116	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1506248	
001707A4	Star	4	Carbink	45	Poison	22B471FF	5337F5F6	31	18	20	31	19	31	Clear Body (1)	Serious	-	212	179	162	Power Gem	Moonblast	Stone Edge	Light Screen	0	1509284	
00171D0F	Square	4	Ariados	45	Water	22B4876A	FA755CB5	26	31	12	0	31	31	Swarm (1)	Mild	♀	64	72	128	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1514767	
00172805	Star	5	Politoed	75	Normal	22B49260	3AA59C64	0	31	31	3	31	31	Drizzle (H)	Rash	♂	143	231	171	Surf	Hyper Voice	Weather Ball	Encore	0	1517573	
00175D1E	Star	4	Hakamo-o	45	Fire	22B4C779	F67150B0	9	31	11	31	31	19	Overcoat (H)	Lonely	♂	65	211	125	Dragon Claw	Screech	Close Combat	Metal Claw	0	1531166	
0017693B	Star	3	Munchlax	35	Ground	22B4D396	ADC80B09	31	12	31	7	1	8	Thick Fat (2)	Naughty	♂	37	83	45	Bite	Covet	Flail	Defense Curl	0	1534267	
001773EA	Star	4	Dipplin	45	Rock	22B4DE45	9EE03821	31	23	31	31	31	6	Supersweet Syrup (1)	Hasty	♀	124	108	110	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	1537002	
0017825E	Star	4	Hakamo-o	45	Fire	22B4ECB9	0C1CAADD	31	31	11	31	1	22	Soundproof (2)	Sassy	♀	91	111	52	Dragon Claw	Screech	Close Combat	Metal Claw	0	1540702	
00178C73	Star	5	Dusknoir	75	Ice	22B4F6CE	ED454B84	12	27	31	31	31	31	Pressure (1)	Relaxed	♀	85	113	24	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1543283	
0017A16B	Star	4	Carbink	45	Bug	22B50BC6	DD2B7BEA	31	6	31	31	17	31	Sturdy (H)	Lonely	-	130	64	105	Power Gem	Moonblast	Stone Edge	Light Screen	0	1548651	
00183786	Star	5	Shiftry	75	Fighting	22B5A1E1	1526B3E7	13	31	31	31	0	31	Chlorophyll (1)	Bold	♂	57	100	170	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	1587078	
00186794	Star	5	Mienshao	75	Dragon	22B5D1EF	E71C41DD	2	31	31	31	31	15	Inner Focus (1)	Sassy	♂	85	231	86	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	1599380	
001869A1	Star	3	Nuzleaf	35	Dragon	22B5D3FC	32CE940F	10	20	30	31	28	31	Pickpocket (H)	Calm	♂	133	61	171	Razor Leaf	Take Down	Fake Out	Payback	0	1599905	
00186F93	Star	5	Conkeldurr	75	Ice	22B5D9EE	E8224EE3	31	31	31	24	31	6	Iron Fist (H)	Bold	♂	99	169	127	Hammer Arm	Stone Edge	Superpower	Scary Face	0	1601427	
00187777	Star	5	Vikavolt	75	Dark	22B5E1D2	0027A6E6	31	31	31	31	7	21	Levitate (1)	Lax	♂	95	124	27	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	1603447	
00188FC5	Square	4	Dusclops	45	Normal	22B5FA20	945B329B	24	24	31	31	28	31	Pressure (1)	Serious	♀	144	52	151	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	1609669	
00189BB7	Star	3	Ekans	35	Dark	22B60612	4EE8E829	3	31	31	28	27	23	Unnerve (H)	Jolly	♂	114	92	141	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	1612727	
0018D851	Star	4	Graveler-Normal	45	Electric	22B642AC	3CF69A37	17	31	31	31	31	29	Rock Head (1)	Hasty	♂	242	54	178	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	1628241	
0018E72B	Star	3	Chingling	35	Bug	22B65186	B3981559	30	7	31	31	30	15	Levitate (1)	Relaxed	♂	142	110	140	Confusion	Yawn	Last Resort	Uproar	0	1632043	
0018EF26	Star	3	Nuzleaf	35	Fighting	22B65981	B48D124C	5	31	24	6	31	23	Early Bird (2)	Hasty	♂	151	170	101	Razor Leaf	Take Down	Fake Out	Payback	0	1634086	
0018F40C	Star	3	Mienfoo	35	Ghost	22B65E67	00D5A614	31	31	23	11	4	25	Regenerator (2)	Naughty	♂	86	180	135	Force Palm	Fake Out	Knock Off	Feint	0	1635340	
00190D2B	Star	3	Swadloon	35	Bug	22B67786	9D243BE5	31	20	2	31	20	30	Chlorophyll (2)	Naive	♂	129	223	135	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	1641771	
00192BC6	Star	4	Clefable	45	Fighting	22B69621	40D0E611	14	31	31	27	23	31	Cute Charm (1)	Lonely	♂	129	48	177	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1649606	
00193320	Star	4	Ribombee	45	Ice	22B69D7B	F0575696	19	20	31	23	31	31	Shield Dust (2)	Serious	♂	152	23	87	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	1651488	
0019498E	Star	3	Mienfoo	35	Fire	22B6B3E9	7AD7DC16	31	24	5	2	31	11	Regenerator (2)	Quirky	♀	199	43	179	Force Palm	Fake Out	Knock Off	Feint	0	1657230	
00196773	Star	5	Dusknoir	75	Ice	22B6D1CE	4206E4C7	31	31	31	6	0	31	Frisk (H)	Quirky	♂	94	72	116	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1664883	
0019ABEB	Star	4	Clefable	45	Bug	22B71646	6728C1E9	31	9	31	9	16	31	Cute Charm (1)	Modest	♀	125	165	54	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1682411	
0019C6E4	Star	4	Ribombee	45	Poison	22B7313F	A8B90E78	24	31	25	31	31	17	Sweet Veil (H)	Rash	♂	106	62	250	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	1689316	
001A0455	Star	4	Ariados	45	Dark	22B76EB0	3D2D9BEC	5	31	31	31	31	29	Sniper (H)	Sassy	♂	177	93	98	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1705045	
001A14F9	Star	5	Snorlax	75	Bug	22B77F54	98AC3E6D	14	31	31	31	31	27	Thick Fat (2)	Mild	♂	73	91	147	Body Slam	Heavy Slam	Bite	Mud-Slap	0	1709305	
001A1553	Star	4	Leavanny	45	Ice	22B77FAE	03D1A510	6	31	7	31	31	19	Chlorophyll (2)	Bold	♂	167	100	46	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	1709395	
001A1F81	Star	5	Dusknoir	75	Ghost	22B789DC	4266E4A7	31	9	8	31	31	31	Frisk (H)	Quirky	♀	210	159	132	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	1712001	
001A3132	Star	3	Ekans	35	Psychic	22B79B8D	E66640A7	3	29	31	18	2	31	Shed Skin (2)	Modest	♀	100	36	147	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	1716530	
001A6C65	Star	4	Leavanny	45	Normal	22B7D6C0	6E14C8D5	31	24	31	29	31	30	Swarm (1)	Mild	♀	8	112	66	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	1731685	
001A8BB6	Star	3	Ekans	35	Fairy	22B7F611	1725B1E4	31	31	4	30	31	5	Unnerve (H)	Mild	♀	113	167	90	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	1739702	
001A907D	Star	5	Shiftry	75	Water	22B7FAD8	1FA8B969	31	31	3	4	31	31	Pickpocket (H)	Sassy	♀	98	126	138	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	1740925	
001A920A	Star	3	Nuzleaf	35	Rock	22B7FC65	CD4D6B8C	23	31	31	3	17	27	Early Bird (2)	Mild	♀	137	117	90	Razor Leaf	Take Down	Fake Out	Payback	0	1741322	
001AAEFF	Star	5	Ludicolo	75	Steel	22B8195A	51D3F712	31	31	7	25	31	31	Own Tempo (H)	Quiet	♂	104	127	107	Energy Ball	Surf	Fake Out	Trailblaze	0	1748735	
001AB85E	Star	4	Graveler-Normal	45	Fire	22B822B9	CC466A87	31	30	31	31	20	13	Rock Head (1)	Timid	♂	37	180	180	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	1751134	
001B6FFF	Star	5	Probopass	75	Steel	22B8DA5A	D8D87E19	0	5	31	31	31	31	Sturdy (1)	Hardy	♀	191	186	146	Body Press	Power Gem	Flash Cannon	Harden	0	1798143	
001B8DBF	Star	3	Mienfoo	35	Steel	22B8F81A	1A4CBC8D	5	31	7	25	11	31	Regenerator (2)	Modest	♀	52	141	83	Force Palm	Fake Out	Knock Off	Feint	0	1805759	
001B9527	Square	3	Chingling	35	Flying	22B8FF82	A3E50525	4	31	31	31	11	18	Levitate (1)	Docile	♀	188	165	56	Confusion	Yawn	Last Resort	Uproar	0	1807655	
001B99DE	Star	4	Magcargo	45	Fire	22B90439	833525F4	31	3	3	31	24	31	Flame Body (2)	Bold	♂	178	100	228	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1808862	
001B9BE8	Star	4	Clefable	45	Poison	22B90643	6D6DCBAC	31	14	31	22	31	4	Unaware (H)	Lax	♀	93	104	199	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1809384	
001BA7AF	Star	3	Munchlax	35	Water	22B9120A	AB9B0D5A	31	30	20	21	6	31	Pickup (1)	Careful	♀	1	72	127	Bite	Covet	Flail	Defense Curl	0	1812399	
001BC555	Star	4	Mightyena	45	Dark	22B92FB0	343292F3	31	31	31	25	6	24	Quick Feet (2)	Hasty	♂	155	45	129	Crunch	Play Rough	Howl	Take Down	0	1819989	
001BDC4C	Square	4	Leavanny	45	Ghost	22B946A7	0DECAB2C	17	31	5	31	13	31	Swarm (1)	Rash	♂	71	98	196	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	1825868	
001BE434	Square	3	Nuzleaf	35	Dragon	22B94E8F	92FC343C	31	6	31	6	12	11	Chlorophyll (1)	Naive	♂	139	94	209	Razor Leaf	Take Down	Fake Out	Payback	0	1827892	
001C0949	Star	4	Ariados	45	Ground	22B973A4	E9254FE4	9	31	31	31	19	31	Insomnia (2)	Bold	♀	126	143	140	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1837385	
001C420A	Star	4	Ribombee	45	Rock	22B9AC65	24858244	31	31	31	13	27	22	Honey Gather (1)	Brave	♀	104	46	164	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	1851914	
001C68DE	Star	4	Furret	45	Fire	22B9D339	4782E143	8	31	26	12	31	31	Keen Eye (2)	Lonely	♀	189	214	218	Take Down	Flamethrower	Sucker Punch	Charm	0	1861854	
001C8DB0	Star	3	Mienfoo	35	Grass	22B9F80B	F9255FE4	30	21	9	8	31	31	Regenerator (2)	Lonely	♂	71	144	209	Force Palm	Fake Out	Knock Off	Feint	0	1871280	
001C9BE7	Square	4	Clefable	45	Flying	22BA0642	8E432883	1	31	10	31	10	31	Magic Guard (2)	Impish	♀	209	47	69	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	1874919	
001CE6E8	Star	4	Ariados	45	Poison	22BA5143	071BA1DA	31	21	31	31	13	31	Insomnia (2)	Hasty	♂	103	98	201	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	1894120	
001CF916	Star	4	Leavanny	45	Fairy	22BA6371	E4E54224	31	3	31	23	31	29	Swarm (1)	Hasty	♀	107	98	141	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	1898774	
001D275B	Star	4	Illumise	45	Ground	22BA91B6	2AB78C76	31	24	31	14	31	15	Oblivious (1)	Hasty	♀	174	222	234	Bug Buzz	Giga Drain	Quick Attack	Attract	0	1910619	
001D58FB	Star	5	Victreebel	75	Ground	22BAC356	85802341	31	31	3	31	31	13	Gluttony (H)	Sassy	♂	49	173	147	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	1923323	
001D79CF	Square	4	Magcargo	45	Water	22BAE42A	C8936E53	31	23	31	11	27	31	Magma Armor (1)	Bashful	♀	117	89	139	Flamethrower	Rock Tomb	Harden	Rock Slide	0	1931727	
001D9398	Star	4	Piloswine	45	Ghost	22BAFDF3	656AC3AB	31	31	31	24	31	5	Oblivious (1)	Rash	♀	145	136	160	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	1938328	
001D9B28	Star	3	Clefairy	35	Poison	22BB0583	AAEF0C2E	31	11	10	16	15	31	Magic Guard (2)	Careful	♂	106	144	111	Meteor Mash	Dazzling Gleam	Encore	Charm	0	1940264	
001DD170	Star	5	Conkeldurr	75	Grass	22BB3BCB	0A59AC98	31	31	31	20	31	29	Iron Fist (H)	Timid	♂	122	97	77	Hammer Arm	Stone Edge	Superpower	Scary Face	0	1954160	
001DD2EE	Star	5	Kommo-o	75	Fire	22BB3D49	F2425483	31	31	26	31	15	31	Overcoat (H)	Impish	♀	114	117	131	Brick Break	Dragon Claw	Boomburst	Scary Face	0	1954542	
001DD88D	Star	4	Carbink	45	Steel	22BB42E8	4D64EBA5	31	25	17	31	21	31	Clear Body (1)	Hardy	-	82	82	203	Power Gem	Moonblast	Stone Edge	Light Screen	0	1955981	
